species_author,Family,Order,Superorder,Group,Sample_reference_code,Life_cycle_habit,Plant_growth_habit,C (%),S (%),R (%),CSR,Color_values,growth_habit_grey,growth_habit_color,Growth_habit_symbol
Garcinia malaccensis Hook. f. ex T. Anderson  ,Guttiferae,Malpighiales,Rosanae,Dicot,SJ Wright Pasoh,perennial,tree,40.21,59.79,0,CS,"@rgb(103,152,0)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
Gaylussacia riedelii Meisn.,Ericaceae,Ericales,Asteranae,Dicot,Negreiros,perennial,shrub,18.28,81.72,0,S/CS,"@rgb(47,208,0)","@rgb(192,192,192)","@rgb(0,0,0)","@symbol(6,512,0)"
Genipa americana L.,Rubiaceae,Gentianales,Asteranae,Dicot,Wright,perennial,tree,69.76,21.28,8.96,C/CS,"@rgb(178,54,23)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
Genista anglica L.,Fabaceae,Fabales,Rosanae,Dicot,Kleyer,perennial,shrub,0,79.89,20.11,S/SR,"@rgb(0,204,51)","@rgb(192,192,192)","@rgb(0,0,0)","@symbol(6,512,0)"
Genista germanica L.,Fabaceae,Fabales,Rosanae,Dicot,Cerabolini,perennial,shrub,1.99,45.08,52.93,SR,"@rgb(5,115,135)","@rgb(192,192,192)","@rgb(0,0,0)","@symbol(6,512,0)"
Genista pilosa L.,Fabaceae,Fabales,Rosanae,Dicot,Kleyer,perennial,shrub,0,80.26,19.74,S/SR,"@rgb(0,205,50)","@rgb(192,192,192)","@rgb(0,0,0)","@symbol(6,512,0)"
Genista tinctoria L.,Fabaceae,Fabales,Rosanae,Dicot,Wright,perennial,shrub,7.49,54.6,37.91,SR,"@rgb(19,139,97)","@rgb(192,192,192)","@rgb(0,0,0)","@symbol(6,512,0)"
Gentiana acaulis L.,Gentianaceae,Gentianales,Asteranae,Dicot,Cerabolini/Pierce,perennial,forb,13.21,81.81,4.98,S,"@rgb(34,209,13)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
Gentiana alpina Vill.,Gentianaceae,Gentianales,Asteranae,Dicot,Caccianiga,perennial,forb,9.14,71.67,19.19,S/SR,"@rgb(23,183,49)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
Gentiana andrewsii Griseb.,Gentianaceae,Gentianales,Asteranae,Dicot,Weiher,perennial,forb,37.68,34.8,27.52,CSR,"@rgb(96,89,70)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
Gentiana asclepiadea L.,Gentianaceae,Gentianales,Asteranae,Dicot,Cerabolini/Pierce,perennial,forb,36.66,0,63.34,R/CR,"@rgb(93,0,162)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
Gentiana bavarica L.,Gentianaceae,Gentianales,Asteranae,Dicot,Cerabolini,perennial,forb,0,66.01,33.99,S/SR,"@rgb(0,168,87)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
Gentiana biebersteinii Bunge,Gentianaceae,Gentianales,Asteranae,Dicot,Soudzilovskaia,perennial,forb,13.66,12.6,73.74,R/CR,"@rgb(35,32,188)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
Gentiana brachyphylla Vill.,Gentianaceae,Gentianales,Asteranae,Dicot,Cerabolini/Pierce,perennial,forb,0,66.59,33.41,S/SR,"@rgb(0,170,85)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
Gentiana clusii Perr. et Song.,Gentianaceae,Gentianales,Asteranae,Dicot,Cerabolini/Pierce,perennial,forb,41.72,55.28,3,CS,"@rgb(106,141,8)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
Gentiana lutea L.,Gentianaceae,Gentianales,Asteranae,Dicot,Kleyer,perennial,forb,77.83,13.3,8.87,C/CS,"@rgb(198,34,23)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
Gentiana nivalis L.,Gentianaceae,Gentianales,Asteranae,Dicot,Kleyer,perennial,forb,0,0,100,R,"@rgb(0,0,255)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
Gentiana pneumonanthe L. pneumonanthe,Gentianaceae,Gentianales,Asteranae,Dicot,Cerabolini,perennial,forb,11.92,40.88,47.2,SR/CSR,"@rgb(30,104,120)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
Gentiana punctata L.,Gentianaceae,Gentianales,Asteranae,Dicot,Cerabolini/Pierce,perennial,forb,60.23,2.97,36.8,CR,"@rgb(154,8,94)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
Gentiana purpurea L.,Gentianaceae,Gentianales,Asteranae,Dicot,Cerabolini/Pierce,perennial,forb,46.34,30.52,23.14,C/CSR,"@rgb(118,78,59)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
Gentiana pyrenaica L.,Gentianaceae,Gentianales,Asteranae,Dicot,Soudzilovskaia,perennial,forb,0.7,60.2,39.1,SR,"@rgb(2,154,100)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
Gentiana septemfida Pall.,Gentianaceae,Gentianales,Asteranae,Dicot,Soudzilovskaia,perennial,forb,13.91,21.36,64.73,R/SR,"@rgb(35,54,165)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
Gentiana verna L.,Gentianaceae,Gentianales,Asteranae,Dicot,Soudzilovskaia,perennial,forb,10.84,64.99,24.16,S/SR,"@rgb(28,166,62)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
Gentianella insubrica (Kunz) Holub,Gentianaceae,Gentianales,Asteranae,Dicot,Cerabolini,biennial,forb,19.78,0,80.22,R/CR,"@rgb(50,0,205)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
Geranium caespitosum E. James,Geraniaceae,Geraniales,Rosanae,Dicot,Laughlin,perennial,forb,39.09,51.64,9.27,CS,"@rgb(100,132,24)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
Geranium dissectum L.,Geraniaceae,Geraniales,Rosanae,Dicot,Cerabolini/Pierce,biennial,forb,18.69,25.08,56.24,R/CSR,"@rgb(48,64,143)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
Geranium gymnocaulon DC.,Geraniaceae,Geraniales,Rosanae,Dicot,Soudzilovskaia,perennial,forb,35.03,40.72,24.24,CS/CSR,"@rgb(89,104,62)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
Geranium lucidum L.,Geraniaceae,Geraniales,Rosanae,Dicot,Díaz,biennial,forb,31.8,16.07,52.13,R/CSR,"@rgb(81,41,133)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
Geranium maculatum L.,Geraniaceae,Geraniales,Rosanae,Dicot,Weiher,perennial,forb,51.89,6.93,41.18,CR,"@rgb(132,18,105)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
Geranium molle L.,Geraniaceae,Geraniales,Rosanae,Dicot,Cerabolini/Pierce,biennial,forb,23.99,32.82,43.19,SR/CSR,"@rgb(61,84,110)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
Geranium nodosum L.,Geraniaceae,Geraniales,Rosanae,Dicot,Cerabolini/Pierce,perennial,forb,55.27,5.95,38.78,CR,"@rgb(141,15,99)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
Geranium palustre L.,Geraniaceae,Geraniales,Rosanae,Dicot,Kleyer,perennial,forb,51.18,22.04,26.78,C/CSR,"@rgb(131,56,68)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
Geranium phaeum L.,Geraniaceae,Geraniales,Rosanae,Dicot,Kleyer,perennial,forb,64.25,0,35.75,C/CR,"@rgb(164,0,91)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
Geranium pratense L. pratense,Geraniaceae,Geraniales,Rosanae,Dicot,Cerabolini,perennial,forb,55.67,17.92,26.42,C/CSR,"@rgb(142,46,67)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
Geranium richardsonii Fisch. & Trautv.,Geraniaceae,Geraniales,Rosanae,Dicot,Laughlin,perennial,forb,54.11,14.86,31.03,C/CSR,"@rgb(138,38,79)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
Geranium robertianum L.,Geraniaceae,Geraniales,Rosanae,Dicot,Cerabolini/Pierce,biennial,forb,22.24,9.52,68.24,R/CR,"@rgb(57,24,174)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
Geranium rotundifolium L.,Geraniaceae,Geraniales,Rosanae,Dicot,Díaz,annual,forb,23.41,29.89,46.7,R/CSR,"@rgb(60,76,119)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
Geranium sanguineum L.,Geraniaceae,Geraniales,Rosanae,Dicot,Cerabolini/Pierce,perennial,forb,22.09,55.32,22.6,S/CSR,"@rgb(56,141,58)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
Geranium sylvaticum L.,Geraniaceae,Geraniales,Rosanae,Dicot,Soudzilovskaia,perennial,forb,35.51,31.02,33.46,CSR,"@rgb(91,79,85)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
Geum canadense Jacq.,Rosaceae,Rosales,Rosanae,Dicot,Weiher,perennial,forb,41.34,27.8,30.87,CSR,"@rgb(105,71,79)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
Geum macrophyllum Willd.,Rosaceae,Rosales,Rosanae,Dicot,Shipley,perennial,forb,11.52,62.89,25.59,S/SR,"@rgb(29,160,65)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
Geum montanum L.,Rosaceae,Rosales,Rosanae,Dicot,Cerabolini/Pierce,perennial,forb,28.67,56.43,14.9,S/CSR,"@rgb(73,144,38)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
Geum reptans L.,Rosaceae,Rosales,Rosanae,Dicot,Cerabolini/Pierce,perennial,forb,28.73,71.27,0,S/CS,"@rgb(73,182,0)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
Geum rivale L.,Rosaceae,Rosales,Rosanae,Dicot,Soudzilovskaia,perennial,forb,49.09,27.05,23.86,C/CSR,"@rgb(125,69,61)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
Geum urbanum L.,Rosaceae,Rosales,Rosanae,Dicot,Cerabolini/Pierce,perennial,forb,48.11,29.66,22.23,C/CSR,"@rgb(123,76,57)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
Ginkgo biloba L.,Ginkgoaceae,Ginkgoales,,Gymnosperm,Cornelissen,perennial,tree,33.59,15.45,50.96,CR/CSR,"@rgb(86,39,130)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
Gironniera parvifolia Planch.  ,Ulmaceae,Rosales,Rosanae,Dicot,SJ Wright Pasoh,perennial,tree,21.82,64.32,13.86,S/CS,"@rgb(56,164,35)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
Gladiolus palustris Gaudin,Iridaceae,Asparagales,Lilianae,Monocot,Cerabolini/Pierce,perennial,forb,40.59,33.13,26.28,CSR,"@rgb(104,84,67)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
Glaucium flavum Crantz,Papaveraceae,Ranunculales,Ranunculanae,Dicot,Kleyer,biennial,forb,71.95,0,28.05,C/CR,"@rgb(183,0,72)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
Glaux maritima L.,Primulaceae,Ericales,Asteranae,Dicot,Shipley,perennial,forb,28.21,18.96,52.83,R/CSR,"@rgb(72,48,135)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
Glechoma hederacea L.,Lamiaceae,Lamiales,Asteranae,Dicot,Weiher,perennial,forb,16.6,0,83.4,R/CR,"@rgb(42,0,213)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
Gleditsia triacanthos L.,Fabaceae,Fabales,Rosanae,Dicot,Cerabolini/Pierce,perennial,tree,61.82,24.62,13.56,C/CSR,"@rgb(158,63,35)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
Globularia alypum L.,Plantaginaceae,Lamiales,Asteranae,Dicot,Cornelissen,perennial,shrub,4.24,0,95.76,R,"@rgb(11,0,244)","@rgb(192,192,192)","@rgb(0,0,0)","@symbol(6,512,0)"
Globularia bisnagarica L.,Plantaginaceae,Lamiales,Asteranae,Dicot,Cerabolini/Pierce,perennial,forb,18.88,65.31,15.82,S/CS,"@rgb(48,167,40)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
Globularia cordifolia L.,Plantaginaceae,Lamiales,Asteranae,Dicot,Cerabolini/Pierce,perennial,shrub,2.88,97.12,0,S,"@rgb(7,248,0)","@rgb(192,192,192)","@rgb(0,0,0)","@symbol(6,512,0)"
Globularia nudicaulis L.,Plantaginaceae,Lamiales,Asteranae,Dicot,Cerabolini/Pierce,perennial,forb,37.02,42.55,20.43,CS/CSR,"@rgb(94,108,52)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
Globularia punctata Lapeyr.,Plantaginaceae,Lamiales,Asteranae,Dicot,Cerabolini/Pierce2,perennial,forb,26.87,68.99,4.14,S/CS,"@rgb(69,176,11)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
Glyceria fluitans (L.) R. Br.,Poaceae,Poales,Lilianae,Monocot,Díaz,perennial,graminoid,20.39,35.82,43.79,SR/CSR,"@rgb(52,91,112)","@rgb(0,0,0)","@rgb(0,128,0)","@symbol(4,512,0)"
Glyceria plicata (Fr.) Fr.,Poaceae,Poales,Lilianae,Monocot,Kleyer,perennial,graminoid,22.5,19.31,58.19,R/CSR,"@rgb(57,49,148)","@rgb(0,0,0)","@rgb(0,128,0)","@symbol(4,512,0)"
Gnaphalium hoppeanum Koch,Asteraceae,Asterales,Asteranae,Dicot,Caccianiga,perennial,forb,2.66,75.74,21.61,S/SR,"@rgb(7,193,55)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
Gnaphalium luteoalbum L.,Asteraceae,Asterales,Asteranae,Dicot,Kleyer,annual,forb,7.92,15.39,76.69,R/SR,"@rgb(20,39,196)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
Gnaphalium obtusifolium L.,Asteraceae,Asterales,Asteranae,Dicot,Shipley,annual,forb,22.46,0,77.54,R/CR,"@rgb(57,0,198)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
Gnaphalium purpureum L.,Asteraceae,Asterales,Asteranae,Dicot,Weiher,biennial,forb,19.04,80.96,0,S/CS,"@rgb(49,206,0)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
Gnaphalium supinum L.,Asteraceae,Asterales,Asteranae,Dicot,Cerabolini/Pierce,perennial,forb,0,64.47,35.53,S/SR,"@rgb(0,164,91)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
Gomphrena incana Mart.,Amaranthaceae,Caryophyllales,Caryophyllanae,Dicot,Negreiros,perennial,forb,39.33,60.67,0,CS,"@rgb(100,155,0)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
Gonocaryum gracile Miq.  ,Icacinaceae,Boraginales,Asteranae,Dicot,SJ Wright Pasoh,perennial,tree,43.37,51.79,4.85,CS,"@rgb(111,132,12)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
Gratiola officinalis L.,Plantaginaceae,Lamiales,Asteranae,Dicot,Kleyer,perennial,forb,11.59,16.44,71.97,R/SR,"@rgb(30,42,184)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
Groenlandia densa (L.) Fourr.,Potamogetonaceae,Alismatales,Lilianae,Monocot,Kleyer,perennial,aquatic,2.8,21.7,75.5,R/SR,"@rgb(7,55,193)","@rgb(192,192,192)","@rgb(0,0,255)","@symbol(5,512,0)"
Guapira standleyana Woodson,Nyctaginaceae,Caryophyllales,Caryophyllanae,Dicot,Wright,perennial,tree,52.78,28.18,19.04,C/CSR,"@rgb(135,72,49)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
Guarea bullata Radlk.,Meliaceae,Sapindales,Rosanae,Dicot,Wright,perennial,tree,66.36,31.5,2.15,C/CS,"@rgb(169,80,5)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
Guarea grandifolia DC.,Meliaceae,Sapindales,Rosanae,Dicot,Wright,perennial,tree,79.72,15.76,4.52,C/CS,"@rgb(203,40,12)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
Guarea guidonia (L.) Sleumer,Meliaceae,Sapindales,Rosanae,Dicot,Wright,perennial,tree,70.27,23.13,6.6,C/CS,"@rgb(179,59,17)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
Guatteria dumetorum R.E. Fr.,Annonaceae,Magnoliales,Magnolianae,Dicot,Wright,perennial,tree,42.3,45.02,12.68,CS/CSR,"@rgb(108,115,32)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
Guatteria schomburgkiana Mart.,Annonaceae,Magnoliales,Magnolianae,Dicot,Pinho,perennial,tree,41.98,50.8,7.22,CS,"@rgb(107,130,18)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
Guazuma ulmifolia Lam.,Malvaceae,Malvales,Rosanae,Dicot,Pinho,perennial,tree,44.32,35.78,19.9,CS/CSR,"@rgb(113,91,51)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
Guettarda foliacea Standl.,Rubiaceae,Gentianales,Asteranae,Dicot,Wright,perennial,tree,43.17,32.88,23.95,CS/CSR,"@rgb(110,84,61)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
Guettarda platypoda DC.,Rubiaceae,Gentianales,Asteranae,Dicot,Pinho,perennial,shrub,35.98,64.02,0,S/CS,"@rgb(92,163,0)","@rgb(192,192,192)","@rgb(0,0,0)","@symbol(6,512,0)"
Gustavia superba (Kunth) O. Berg,Lecythidaceae,Ericales,Asteranae,Dicot,Wright,perennial,tree,67.29,19.51,13.21,C/CS,"@rgb(172,50,34)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
Gymnacranthera forbesii Warb.  ,Myristicaceae,Magnoliales,Magnolianae,Dicot,SJ Wright Pasoh,perennial,tree,35.3,64.7,0,S/CS,"@rgb(90,165,0)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
Gymnadenia conopsea (L.) R. Br.,Orchidaceae,Asparagales,Lilianae,Monocot,Kleyer,perennial,forb,58.04,0,41.96,CR,"@rgb(148,0,107)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
Gymnadenia odoratissima (L.) Rich.,Orchidaceae,Asparagales,Lilianae,Monocot,Kleyer,perennial,forb,30.56,0,69.44,R/CR,"@rgb(78,0,177)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
Gymnocarpium dryopteris (L.) Newman,Cystopteridaceae,Polypodiales,,Fern,Cerabolini/Pierce,perennial,forb,33.09,10.5,56.41,R/CSR,"@rgb(84,27,144)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
Gypsophila perfoliata L.,Caryophyllaceae,Caryophyllales,Caryophyllanae,Dicot,Kleyer,perennial,forb,60.42,0,39.58,CR,"@rgb(154,0,101)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
Gypsophila repens L.,Caryophyllaceae,Caryophyllales,Caryophyllanae,Dicot,Kleyer,perennial,forb,11.68,0,88.32,R,"@rgb(30,0,225)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
Halimione pedunculata (L.) Aellen,Amaranthaceae,Caryophyllales,Caryophyllanae,Dicot,Kleyer,annual,forb,22,2.52,75.48,R/CR,"@rgb(56,6,192)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
Hamelia axillaris Sw.,Rubiaceae,Gentianales,Asteranae,Dicot,Wright,perennial,shrub,39.69,33.23,27.08,CSR,"@rgb(101,85,69)","@rgb(192,192,192)","@rgb(0,0,0)","@symbol(6,512,0)"
Hampea appendiculata (Donn. Sm.) Standl.,Malvaceae,Malvales,Rosanae,Dicot,Wright,perennial,tree,65.68,22.34,11.99,C/CS,"@rgb(167,57,31)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
Hancornia speciosa Gomes,Apocynaceae,Gentianales,Asteranae,Dicot,Pinho,perennial,tree,24.57,73.59,1.84,S/CS,"@rgb(63,188,5)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
Handroanthus impetiginosus (Mart. ex DC.) Mattos,Bignoniaceae,Lamiales,Asteranae,Dicot,Pinho,perennial,tree,45.26,41.87,12.87,CS/CSR,"@rgb(115,107,33)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
Handroanthus serratifolius (Vahl) S. O. Grose,Bignoniaceae,Lamiales,Asteranae,Dicot,Pinho,perennial,tree,43.07,17.43,39.5,CR/CSR,"@rgb(110,44,101)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
Hasseltia floribunda Kunth,Salicaceae,Malpighiales,Rosanae,Dicot,Wright,perennial,tree,50.95,31.55,17.51,C/CSR,"@rgb(130,80,45)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
Hebe franciscana (Eastw.) Souster,Plantaginaceae,Lamiales,Asteranae,Dicot,Cornelissen,perennial,shrub,15.07,76.75,8.17,S/CS,"@rgb(38,196,21)","@rgb(192,192,192)","@rgb(0,0,0)","@symbol(6,512,0)"
Hedeoma hispida Pursh,Lamiaceae,Lamiales,Asteranae,Dicot,Weiher,annual,forb,1.39,42.58,56.03,SR,"@rgb(4,109,143)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
Hedera helix L.,Araliaceae,Apiales,Asteranae,Dicot,Cerabolini/Pierce,perennial,liana,36.08,13,50.93,CR/CSR,"@rgb(92,33,130)","@rgb(128,128,128)","@rgb(128,128,128)","@symbol(3,512,0)"
Hedyotis nigricans (Lam.) Fosberg,Rubiaceae,Gentianales,Asteranae,Dicot,Weiher,perennial,shrub,0,74.61,25.39,S/SR,"@rgb(0,190,65)","@rgb(192,192,192)","@rgb(0,0,0)","@symbol(6,512,0)"
Hedyotis purpurea (L.) Torr. & A. Gray,Rubiaceae,Gentianales,Asteranae,Dicot,Weiher,perennial,forb,3.26,61.68,35.06,S/SR,"@rgb(8,157,89)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
Hedysarum caucasicum M. Bieb.,Fabaceae,Fabales,Rosanae,Dicot,Soudzilovskaia,perennial,forb,39.57,22.85,37.59,CR/CSR,"@rgb(101,58,96)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
Hedysarum hedysaroides (L.) Schinz & Thell.,Fabaceae,Fabales,Rosanae,Dicot,Cerabolini,perennial,forb,35.69,25.06,39.24,CSR,"@rgb(91,64,100)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
Heisteria acuminata (Bonpl.) Engl.,Olacaceae,Santalales,Santalanae,Dicot,Wright,perennial,tree,41.1,49.26,9.64,CS,"@rgb(105,126,25)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
Heisteria concinna Standl.,Olacaceae,Santalales,Santalanae,Dicot,Wright,perennial,tree,43.72,56.14,0.14,CS,"@rgb(111,143,0)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
Helenium autumnale L.,Asteraceae,Asterales,Asteranae,Dicot,Weiher,perennial,forb,9.87,85.51,4.62,S,"@rgb(25,218,12)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
Helianthella quinquenervis (Hook.) A. Gray,Asteraceae,Asterales,Asteranae,Dicot,Laughlin,perennial,forb,53.09,11.16,35.74,CR/CSR,"@rgb(135,28,91)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
Helianthemum apenninum (L.) Mill. ,Cistaceae,Malvales,Rosanae,Dicot,Cerabolini,perennial,shrub,3.23,96.77,0,S,"@rgb(8,247,0)","@rgb(192,192,192)","@rgb(0,0,0)","@symbol(6,512,0)"
Helianthemum bicknellii Fernald,Cistaceae,Malvales,Rosanae,Dicot,Reich,perennial,forb,6.88,53.15,39.97,SR,"@rgb(18,136,102)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
Helianthemum hirtum Mill.,Cistaceae,Malvales,Rosanae,Dicot,Cornelissen,perennial,shrub,1.88,57.84,40.28,SR,"@rgb(5,147,103)","@rgb(192,192,192)","@rgb(0,0,0)","@symbol(6,512,0)"
Helianthemum nummularium (L.) Mill. obscurum (Celak.) Holub,Cistaceae,Malvales,Rosanae,Dicot,Cerabolini/Pierce,perennial,shrub,11.78,68.87,19.35,S/SR,"@rgb(30,176,49)","@rgb(192,192,192)","@rgb(0,0,0)","@symbol(6,512,0)"
Helianthemum oelandicum (L.) Dum. Cours. italicum (L.) Ces.,Cistaceae,Malvales,Rosanae,Dicot,Cerabolini/Pierce,perennial,shrub,6.49,81.54,11.96,S,"@rgb(17,208,31)","@rgb(192,192,192)","@rgb(0,0,0)","@symbol(6,512,0)"
Helianthemum squamatum (L.) Pers.,Cistaceae,Malvales,Rosanae,Dicot,Cornelissen,perennial,shrub,0,54.52,45.48,SR,"@rgb(0,139,116)","@rgb(192,192,192)","@rgb(0,0,0)","@symbol(6,512,0)"
Helianthus annuus L.,Asteraceae,Asterales,Asteranae,Dicot,Kleyer,annual,forb,77.25,0,22.75,C/CR,"@rgb(197,0,58)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
Helianthus grosseserratus M. Martens,Asteraceae,Asterales,Asteranae,Dicot,Weiher,perennial,forb,37.74,33.4,28.87,CSR,"@rgb(96,85,74)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
Helianthus hirsutus Raf.,Asteraceae,Asterales,Asteranae,Dicot,Weiher,perennial,forb,15.63,77.7,6.67,S/CS,"@rgb(40,198,17)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
Helianthus occidentalis Riddell,Asteraceae,Asterales,Asteranae,Dicot,Weiher,perennial,forb,37.41,43.54,19.06,CS/CSR,"@rgb(95,111,49)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
Helianthus tuberosus L.,Asteraceae,Asterales,Asteranae,Dicot,Kleyer,perennial,forb,71.74,0,28.26,C/CR,"@rgb(183,0,72)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
Helichrysum arenarium (L.) Moench,Asteraceae,Asterales,Asteranae,Dicot,Kleyer,perennial,forb,20.69,39.17,40.14,SR/CSR,"@rgb(53,100,102)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
Helichrysum stoechas (L.) Moench,Asteraceae,Asterales,Asteranae,Dicot,Pausas,perennial,shrub,0,76.43,23.57,S/SR,"@rgb(0,195,60)","@rgb(192,192,192)","@rgb(0,0,0)","@symbol(6,512,0)"
